name,url,category,chemistry,chemistry html,IMA Symbol,Strunz class,crystal system,crystal class,crystal class symbol,H-M symbol,color,cleavage,mohs,streak,gravity,luster,habit,varieties,summary
Tantalite,https://en.wikipedia.org/wiki/Tantalite,Oxide minerals,"(Fe,Mn)Ta2O6","(Fe,Mn)Ta<sub>2</sub>O<sub>6</sub>",Ttl,4.DB.35,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,"Dark black, iron-black to dark brown, reddish brown",Good in one direction,6-6.5,Brownish-red to black,8.0+,Submetallic to almost resinous,,,"The mineral group tantalite  [(Fe, Mn)Ta2O6] is the primary source of the chemical element tantalum, a corrosion (heat and acid) resistant metal. It is chemically similar to columbite, and the two are often grouped together as a semi-singular mineral called coltan or ""columbite-tantalite"" in many mineral guides. However, tantalite has a much greater specific gravity than columbite (8.0+ compared to columbite's 5.2). Iron-rich tantalite is the mineral tantalite-(Fe) or ferrotantalite and manganese-rich is tantalite-(Mn) or manganotantalite."
Tantite,https://en.wikipedia.org/wiki/Tantite,Oxide minerals,Ta2O5,Ta<sub>2</sub>O<sub>5</sub>,Tan,4.EA.05,Triclinic,Pedial,1,1,Colorless,None,7,White,8.55,Adamantine,,,Tantite is a rare tantalum oxide mineral with formula: Ta2O5. Tantite forms transparent microscopic colorless triclinic - pedial crystals with an adamantine luster. It has a Mohs hardness of 7 and a high specific gravity of 8.45. Chemical analyses show minor inclusion (1.3%) of niobium oxide.
Tapiolite,https://en.wikipedia.org/wiki/Tapiolite,Mineral,"(Fe, Mn)(Nb, Ta)2O6","(Fe,Mn)(Nb,Ta)<sub>2</sub>O<sub>6</sub>",Tap,,Tetragonal,Ditetragonal dipyramidal,4/mmm,4/m 2/m 2/m,,,,,,,,,"Tapiolite [(Fe, Mn)(Nb, Ta)2O6] is a black mineral series that is an ore of niobium and tantalum. The tapiolite group includes tapiolite-(Fe) or ferrotapiolite and tapiolite-(Mn) or manganotapiolite. Tapiolite-(Fe) is by far the more common of the two."
Taranakite,https://en.wikipedia.org/wiki/Taranakite,Phosphate minerals,"(K,Na)3(Al,Fe3+)5(PO4)2(HPO4)6·18H2O","(K,Na)<sub>6</sub>·18H<sub>2</sub>O",Tar,8.CH.25,Trigonal,Hexagonal scalenohedral,3m,3 2/m,"White, pale yellow, or gray",,1–2,white,about 2.13,,"Platy, massive, nodular",,"Taranakite is a hydrated alkali iron-aluminium phosphate mineral with chemical formula (K,Na)3(Al,Fe3+)5(PO4)2(HPO4)6·18 H2O. It forms from the reaction of clay minerals or aluminous rocks with solutions enriched in phosphate derived from bat or bird guano or, less commonly, from bones or other organic matter. Taranakite is most commonly found in humid, bat inhabited caves near the boundary of guano layers with the cave surface. It is also found in perennially wet coastal locations that have been occupied by bird colonies. The type location, and its namesake, the Sugar Loaf Islands off Taranaki, New Zealand, is an example of a coastal occurrence."
Tarapacaite,https://en.wikipedia.org/wiki/Tarapacaite,Sulfate minerals,K2(CrO4),K<sub>2</sub>(CrO<sub>4</sub>),,7.FA.05,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,"bright yellow, yellow-orange","distinct/ good On {001} and {010}, distinct",,,2.735,,thick tabular,,"Tarapacáite is the mineral form of potassium chromate with the chemical formula K2CrO4. It forms bright yellow crystals and was discovered in 1878. It is named for the former Tarapacá Province, Peru; nowadays belonging to Chile. The boundaries between Peru, Bolivia and Chile were vague in the Atacama Desert before the War of the Pacific (1879–1883). Its type locality is Oficina Maria Elena, Maria Elena, Tocopilla Province, Antofagasta Region, Chile. It is unlikely to occur anywhere except in highly arid conditions as it is easily soluble in water."
Tarbuttite,https://en.wikipedia.org/wiki/Tarbuttite,Phosphate minerals,Zn2(PO4)(OH),Zn<sub>2</sub>(PO<sub>4</sub>)(OH),Tbt,8.BB.35,Triclinic,Pinacoidal,1,1,"White, colorless, yellow, red, green, or brown",Perfect on {010},3.5,White,4.12; 4.19 (calc.),"Vitreous, pearly on cleavages","Equant to short prismatic [001], sheaf-like aggregates, crusts, individual crystals rounded and deeply striated",,Tarbuttite is a rare phosphate mineral with formula Zn2(PO4)(OH). It was discovered in 1907 in what is now Zambia and named for Percy Coventry Tarbutt.
Tausonite,https://en.wikipedia.org/wiki/Tausonite,Oxide mineral,SrTiO3,SrTiO<sub>3</sub>,Tau,4.CC.35,Cubic,Hexoctahedral,m3m,4/m 3 2/m,"Red, red-brown, orange, dark gray",None,6-6.5,,4.88,Adamantine,"Cubic and octahedral crystals, granular, massive",,Tausonite is the rare naturally occurring mineral form of strontium titanate: chemical formula: SrTiO3. It occurs as red to orange brown cubic crystals and crystal masses.
Teallite,https://en.wikipedia.org/wiki/Teallite,Sulfide minerals,PbSnS2,PbSnS<sub>2</sub>,Tel,2.CD.05,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,"Silvery gray, lead-gray to iron-gray; tarnishes dull or iridescent",{001} perfect (lamellar cleavage); flexible,1+1⁄2 - 2,Black,6.36,Metallic,,,Teallite is a sulfide mineral of tin and lead with chemical formula: PbSnS2. It occurs in hydrothermal veins and is sometimes mined as an ore of tin. Teallite forms soft silvery grey mica-like plates and crystallizes in the orthorhombic system. The Mohs hardness is 1.5 to 2 and the specific gravity is 6.4.
Tellurite,https://en.wikipedia.org/wiki/Tellurite,,,,,,,,,,,,,,,,,,"The tellurite ion is TeO2−3. A tellurite (compound), for example sodium tellurite, is a compound that contains this ion.  They are typically colorless or white salts, which in some ways are comparable to sulfite.  A mineral with the formula TeO2 is called tellurite."
Tellurium,https://en.wikipedia.org/wiki/Tellurium,,,,,,,,,,,,2.25 ,,,,,,"Tellurium is a chemical element with the symbol Te and atomic number 52. It is a brittle, mildly toxic, rare, silver-white metalloid. Tellurium is chemically related to selenium and sulfur, all three of which are chalcogens. It is occasionally found in native form as elemental crystals. Tellurium is far more common in the Universe as a whole than on Earth. Its extreme rarity in the Earth's crust, comparable to that of platinum, is due partly to its formation of a volatile hydride that caused tellurium to be lost to space as a gas during the hot nebular formation of Earth."
Tellurobismuthite,https://en.wikipedia.org/wiki/Tellurobismuthite,Sulfide mineral,Bi2Te3,Bi<sub>2</sub>Te<sub>3</sub>,Tbi,2.DC.05,Trigonal,Hexagonal scalenohedral,3m,3 2/m,Pale lead-gray; white in polished section,Perfect on {0001},1.5 - 2,Lead gray,7.815,Metallic,Foliated masses and irregular plates,,"Tellurobismuthite, or tellurbismuth, is a telluride mineral: bismuth telluride (Bi2Te3). It crystallizes in the trigonal system. There are natural cleavage planes in the (0001) direction as the crystal is effectively lamellar (layered) in that plane. The Mohs hardness is 1.5 - 2 and the specific gravity is 7.815. It is a dull grey color, which exhibits a splendent luster on fresh cleavage planes."
Temagamite,https://en.wikipedia.org/wiki/Temagamite,Telluride mineral,Pd3HgTe3,Pd<sub>3</sub>HgTe<sub>3</sub>,Tem,2.BC.50,Orthorhombic,Unknown space group,,,Bright white to grey,,2.5,,9.5,Metallic,microscopic included grains,,"Temagamite is a bright white palladium mercury telluride mineral with a hardness of 2+1⁄2 on the Mohs scale. Its chemical formula is Pd3HgTe3. It was discovered at the Temagami Mine on Temagami Island, Lake Temagami in 1973, and it represents a rare mineral in the Temagami Greenstone Belt."
Tennantite,https://en.wikipedia.org/wiki/Tennantite,Sulfosalt minerals,"Cu6[Cu4(Fe,Zn)2]As4S13",Cu<sub>13</sub>,,2.GB.05,Cubic,Hextetrahedral,43m,4 3m,"Flint-gray to iron-black, cherry-red in transmitted light",None,3 – 4.5,reddish gray,4.65,"Metallic, commonly splendent",massive to well formed crystals,,"Tennantite is a copper arsenic sulfosalt mineral with an ideal formula Cu12As4S13. Due to variable substitution of the copper by iron and zinc the formula is Cu6[Cu4(Fe,Zn)2]As4S13. It is gray-black, steel-gray, iron-gray or black in color. A closely related mineral, tetrahedrite (Cu12Sb4S13) has antimony substituting for arsenic and the two form a solid solution series. The two have very similar properties and is often difficult to distinguish between tennantite and tetrahedrite. Iron, zinc, and silver substitute up to about 15% for the copper site."
Tenorite,https://en.wikipedia.org/wiki/Tenorite,Oxide mineral,CuO,CuO,Tnr,4.AB.10,Monoclinic,Prismatic,2/m,2/m,"Steel-gray, iron-gray, black",Poor to indistinct,3.5 - 4,Black,6.5,Metallic to earthy,"Lathlike crystals, curved, scaly, dendritic; commonly pulverulent, earthy, massive",,Tenorite is a copper oxide mineral with the chemical formula CuO.
Tephroite,https://en.wikipedia.org/wiki/Tephroite,Silicate mineral,Mn2SiO4,Mn<sub>2</sub>SiO<sub>4</sub>,Tep,,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,"Olive-green, bluish green, gray, °esh-red, reddish brown; pale green in thin section, may be colorless","{010}, distinct; {001}, imperfect",6,Pale gray,3.87 – 4.12,Vitreous to greasy,"Crystals typically short, prismatic, to 4 cm, or anhedral, equidimensional. Commonly in disseminated grains, compact, or massive.",,"Tephroite is the manganese endmember of the olivine group of nesosilicate  minerals with the formula Mn2SiO4.  A solid solution series exists between tephroite and its analogues, the  group endmembers fayalite and forsterite. Divalent iron or magnesium may readily replace manganese in the olivine crystal structure."
Terlinguaite,https://en.wikipedia.org/wiki/Terlinguaite,Halide mineral,Hg2ClO,Hg<sub>2</sub>ClO,Tlg,3.DD.20,Monoclinic,Prismatic,2/m,2/m,"Sulfur-yellow, greenish yellow, brown",Perfect on [101],2.5,"Lemon-yellow, turning olive-green",9.22,Brilliant adamantine,"Aggregates of equant to elongated crystals, powdery, massive",,"Terlinguaite is the naturally occurring mineral with formula Hg2ClO.  It is formed by the weathering of other mercury-containing minerals.  It was discovered in 1900 in the Terlingua District of Brewster County, Texas, for which it is named.  Its color is yellow, greenish yellow, brown, or olive green."
Teruggite,https://en.wikipedia.org/wiki/Teruggite,Nesoborates,Ca4MgAs2B12O22(OH)12·12H2O,Ca<sub>4</sub>MgAs<sub>2</sub>B<sub>12</sub>O<sub>22</sub>(OH)<sub>12</sub>·12H<sub>2</sub>O,Tgg,6.FA.25,Monoclinic,Prismatic,2/m,2/m,,,,,,,,,Teruggite is a mineral with the chemical formula Ca4MgAs2B12O22(OH)12·12H2O. It is colorless. Its crystals are monoclinic prismatic. It is transparent. It is not radioactive. It has vitreous luster. Teruggite is rated 2.5 on the Mohs Scale of hardness.
Tetradymite,https://en.wikipedia.org/wiki/Tetradymite,Sulfide mineral,Bi2Te2S,Bi<sub>2</sub>Te<sub>2</sub>S,Ttd,2.DC.05c,Trigonal,Hexagonal scalenohedral,3m,3 2/m,Steel-gray with dull to iridescent tarnish; white in polished section,Perfect on {0001},1.5 – 2,Steel-gray,7.2 – 7.9,"Metallic, splendent on fresh surfaces, dull if tarnished","Pyramidal prisms, commonly granular, massive to foliated, also bladed",,"Tetradymite is a mineral consisting of bismuth, tellurium and sulfide, Bi2Te2S, also known as telluric bismuth. If sulfur is absent the mineral is tellurobismuthite and the formula is then Bi2Te3. Traces of selenium are usually present."
Tetrahedrite,https://en.wikipedia.org/wiki/Tetrahedrite,Sulfosalt mineral,"(Cu,Fe)12Sb4S13","(Cu,Fe)<span>13</sub></span>",,2.GB.05,Cubic,Hextetrahedral,43m,4 3m,Steel gray to iron-gray,None,3+1⁄2 – 4,"Black, brown to dark red",4.97,"Metallic, commonly splendent","Groups of tetrahedral crystals; massive, coarse to fine compact granular",,"Tetrahedrite is a copper antimony sulfosalt mineral with formula: (Cu,Fe)12Sb4S13. It is the antimony endmember of the continuous solid solution series with arsenic-bearing tennantite. Pure endmembers of the series are seldom if ever seen in nature. Of the two, the antimony rich phase is more common. Other elements also substitute in the structure, most notably iron and zinc, along with less common silver, mercury and lead. Bismuth also substitutes for the antimony site and bismuthian tetrahedrite or annivite is a recognized variety. The related, silver dominant, mineral species freibergite, although rare, is notable in that it can contain up to 18% silver."
Tetrataenite,https://en.wikipedia.org/wiki/Tetrataenite,Native element minerals,FeNi,FeNi,Ttae,1.AE.10,Tetragonal,Domatic,m,m,"gray white, silver white",none,3.5,gray,,metallic,Granular – Common texture observed in granite and other igneous rock,,
Thaumasite,https://en.wikipedia.org/wiki/Thaumasite,Sulfate minerals,Ca3Si(OH)6(CO3)(SO4)·12H2O CaSi(OH)6·CaCO3·CaSO4·12H2O CaSiO3·CaCO3·CaSO4·15H2O,"Ca<sub>3</sub>Si(OH)<sub>6</sub>(CO<sub>3</sub>)(SO<sub>4</sub>)·12H<sub>2</sub>O<br/>
<p>CaSi(OH)<sub>6</sub>·CaCO<sub>3</sub>·CaSO<sub>4</sub>·12H<sub>2</sub>O<br/>
</p>
CaSiO<sub>3</sub>·CaCO<sub>3</sub>·CaSO<sub>4</sub>·15H<sub>2</sub>O",Tma,7.DG.15,Hexagonal,Pyramidal,6,6,"Colorless, white, pale yellow",Indistinct,3.5,White,1.877,Vitreous to silky,"Prismatic, fibrous, massive, radial",,CaSi(OH)6·CaCO3·CaSO4·12H2O
Thénardite,https://en.wikipedia.org/wiki/Thenardite,Sulfate mineral,Na2SO4,Na<sub>2</sub>SO<sub>4</sub>,Thn,7.AC.25,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,"White, grayish white, yellowish white, reddish white, brownish white","{010} perfect, {101} fair, {100} incomplete",2.5,White,"2.67–2.7, average = 2.68",Vitreous to resinous,Forms crust-like prismatic aggregates on matrix,,"Thénardite is an anhydrous sodium sulfate mineral, Na2SO4 which occurs in arid evaporite environments, specifically lakes and playas. It also occurs in dry caves and old mine workings as an efflorescence and as a crusty sublimate deposit around fumaroles. It occurs in volcanic caves on Mount Etna, Italy. It was first described in 1825 for an occurrence in the Espartinas Saltworks, Ciempozuelos, Madrid, Spain and was named for the French chemist, Louis Jacques Thénard (1777–1826)."
Thermonatrite,https://en.wikipedia.org/wiki/Thermonatrite,Carbonate mineral,Na2CO3·H2O,Na<sub>2</sub>CO<sub>3</sub>·H<sub>2</sub>O,Tnat,5.CB.05,Orthorhombic,Pyramidal,mm2,mm2,,Poor to indistinct on {100},1 - 1+1⁄2,,2.255 (measured on synthetic crystal),,Acicular crystals rare; typically occurs as powdery crusts,,"Thermonatrite is a naturally occurring evaporite mineral form of sodium carbonate, Na2CO3·H2O."
Thiospinel group,https://en.wikipedia.org/wiki/Thiospinel_group,,,,,,,,,,,,,,,,,,"The thiospinel group is a group of sulfide minerals with a general formula AB2X4 where A is nominally a +2 metal, B is a +3 metal and X is -2 sulfide or similar anion (selenide or telluride). Thio refers to sulfur and spinel indicates their isometric spinel-like structure."
Thomasclarkite-(Y),https://en.wikipedia.org/wiki/Thomasclarkite-(Y),Carbonate mineral,"(Na, Ce)(Y, REE)(HCO3)(OH)3·4(H2O)","(Na,Ce)(Y,REE)(HCO3)(OH)3·4(H<sub>2</sub>O)",Tcl-Y,,Monoclinic,Sphenoidal,2,2,"White, yellow","[010] perfect, [101] parting",2–3,white,2.30,Vitreous (Glassy),"Blocky crystals, pseudo-tetragonal",,"Thomasclarkite-(Y) is a rare mineral which was known as UK-93 until 1997, when it was renamed in honour of Thomas H. Clark (1893–1996), McGill University professor. The mineral is one of many rare-earth element minerals from Mont Saint-Hilaire. The only reported occurrence is in an alkalic pegmatite dike in an intrusive gabbro-nepheline syenite."
Thomsenolite,https://en.wikipedia.org/wiki/Thomsenolite,Halide minerals,NaCaAlF6·H2O,NaCaAlF<sub>6</sub>·H<sub>2</sub>O,Tse,3.CB.40,Monoclinic,Prismatic,2/m,2/m,"Colourless, white, pale lilac; brownish or reddish tinted due to staining; colourless in transmitted light.",PerfectOn {001}; {110} distinct.,2,White,,,,,Thomsenolite is a mineral with formula: NaCaAlF6·H2O. It is an alteration product of cryolite.
Thomsonite,https://en.wikipedia.org/wiki/Thomsonite,tectosilicate,NaCa2Al5Si5O20·6H2O,NaCa<sub>2</sub>Al<sub>5</sub>Si<sub>5</sub>O<sub>20</sub>·6H<sub>2</sub>O,Thm,9.GA.10,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,"colorless, white, beige, and pink",perfect on {010}; good on {100},5-5+1⁄2,white,2.23 - 2.29,"vitreous, pearly",,,"Thomsonite is the name of a series of tecto-silicate minerals of the zeolite group. Prior to 1997, thomsonite was recognized as a mineral species, but a reclassification in 1997 by the International Mineralogical Association changed it to a series name, with the mineral species being named thomsonite-Ca and thomsonite-Sr.  Thomsonite-Ca, by far the more common of the two, is a hydrous sodium, calcium and aluminium silicate, NaCa2Al5Si5O20·6H2O.  Strontium can substitute for the calcium and the appropriate species name depends on the dominant element. The species are visually indistinguishable and the series name thomsonite is used whenever testing has not been performed.  Globally, thomsonite is one of the rarer zeolites."
Thorianite,https://en.wikipedia.org/wiki/Thorianite,Oxide mineral,"Thorium oxide, ThO2","Thoriumoxide,ThO<sub>2</sub>",Tho,4.DL.05,Isometric,Hexoctahedral,m3m,4/m 3 2/m,"Dark gray, brown-black",Poor/Indistinct,6.5 – 7,"Grey, grey green to black",9.7,"Resinous, sub-metallic","Cubic crystals, usually rounded to some degree in detrital deposits",,"Thorianite is a rare thorium oxide mineral, ThO2. It was originally described by Ananda Coomaraswamy in 1904 as uraninite, but recognized as a new species by Wyndham R. Dunstan. It was so named by Dunstan on account of its high percentage of thorium; it also contains the oxides of uranium, lanthanum, cerium, praseodymium and neodymium. Helium is present, and the mineral is slightly less radioactive than pitchblende, but is harder to shield due to its high energy gamma rays. It is common in the alluvial gem-gravels of Sri Lanka, where it occurs mostly as water worn, small, heavy, black, cubic crystals. The largest crystals are usually near 1.5 cm. Larger crystals, up to 6 cm (2.4 in), have been reported from Madagascar."
Thorite,https://en.wikipedia.org/wiki/Thorite,Silicate mineral,"(Th,U)SiO4","(Th,U)SiO<sub>4</sub>",Thr,9.AD.30,Tetragonal,Ditetragonal dipyramidal,4/mmm,4/m 2/m 2/m,"Yellow-orange, brownish yellow, brownish black, black, green",Distinct on {110},4.5 – 5,Light orange to light brown sometimes even an alien magenta,6.63 – 7.20,Vitreous to resinous,"In square prisms, or pseudo-octahedral crystals; also massive",,"Thorite, (Th,U)SiO4, is a rare nesosilicate of thorium that crystallizes in the tetragonal system and is isomorphous with zircon and hafnon. It is the most common mineral of thorium and is nearly always strongly radioactive. It was named in 1829 to reflect its thorium content. Thorite was discovered in 1828 on the island of Løvøya, Norway, by the vicar and mineralogist, Hans Morten Thrane Esmark, who sent the first specimens of this black mineral to his father, Jens Esmark, who was a professor of mineralogy and geology."
